Notes,Month,Month_Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,Age Adjusted Rate
,"Jul., 2014",2014-07,"Rifle, shotgun and larger firearm discharge",W33,1,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,Discharge from other and unspecified firearms,W34,20,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,Intentional self-harm by handgun discharge,X72,487,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,264,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,Intentional self-harm by other and unspecified firearm discharge,X74,1092,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,Assault by handgun discharge,X93,54,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,"Assault by rifle, shotgun and larger firearm discharge",X94,35,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,Assault by other and unspecified firearm discharge,X95,856,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,"Other and unspecified firearm discharge, undetermined intent",Y24,17,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2014",2014-07,Legal intervention involving firearm discharge,Y35.0,43,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,"Rifle, shotgun and larger firearm discharge",W33,1,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,Discharge from other and unspecified firearms,W34,20,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,Intentional self-harm by handgun discharge,X72,476,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,259,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,Intentional self-harm by other and unspecified firearm discharge,X74,1128,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,Assault by handgun discharge,X93,74,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,"Assault by rifle, shotgun and larger firearm discharge",X94,29,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,Assault by other and unspecified firearm discharge,X95,900,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,3,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,"Other and unspecified firearm discharge, undetermined intent",Y24,21,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2014",2014-08,Legal intervention involving firearm discharge,Y35.0,48,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,Handgun discharge,W32,8,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,"Rifle, shotgun and larger firearm discharge",W33,7,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,Discharge from other and unspecified firearms,W34,23,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,Intentional self-harm by handgun discharge,X72,488,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,268,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,Intentional self-harm by other and unspecified firearm discharge,X74,1145,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,Assault by handgun discharge,X93,52,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,"Assault by rifle, shotgun and larger firearm discharge",X94,32,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,Assault by other and unspecified firearm discharge,X95,835,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,"Handgun discharge, undetermined intent",Y22,5,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,"Other and unspecified firearm discharge, undetermined intent",Y24,20,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2014",2014-09,Legal intervention involving firearm discharge,Y35.0,31,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,Handgun discharge,W32,5,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,"Rifle, shotgun and larger firearm discharge",W33,2,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,Discharge from other and unspecified firearms,W34,33,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,Intentional self-harm by handgun discharge,X72,430,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,238,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,Intentional self-harm by other and unspecified firearm discharge,X74,1154,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,Assault by handgun discharge,X93,80,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,"Assault by rifle, shotgun and larger firearm discharge",X94,38,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,Assault by other and unspecified firearm discharge,X95,839,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,"Handgun discharge, undetermined intent",Y22,5,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,"Other and unspecified firearm discharge, undetermined intent",Y24,11,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2014",2014-10,Legal intervention involving firearm discharge,Y35.0,30,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,Discharge from other and unspecified firearms,W34,37,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,Intentional self-harm by handgun discharge,X72,446,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,238,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,Intentional self-harm by other and unspecified firearm discharge,X74,1028,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,Assault by handgun discharge,X93,67,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,"Assault by rifle, shotgun and larger firearm discharge",X94,32,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,Assault by other and unspecified firearm discharge,X95,833,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,"Other and unspecified firearm discharge, undetermined intent",Y24,20,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2014",2014-11,Legal intervention involving firearm discharge,Y35.0,37,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,Handgun discharge,W32,10,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,"Rifle, shotgun and larger firearm discharge",W33,8,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,Discharge from other and unspecified firearms,W34,38,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,Intentional self-harm by handgun discharge,X72,453,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,236,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,Intentional self-harm by other and unspecified firearm discharge,X74,1009,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,Assault by handgun discharge,X93,64,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,"Assault by rifle, shotgun and larger firearm discharge",X94,40,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,Assault by other and unspecified firearm discharge,X95,946,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,"Other and unspecified firearm discharge, undetermined intent",Y24,16,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2014",2014-12,Legal intervention involving firearm discharge,Y35.0,34,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,Discharge from other and unspecified firearms,W34,31,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,Intentional self-harm by handgun discharge,X72,431,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,242,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,Intentional self-harm by other and unspecified firearm discharge,X74,1146,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,Assault by handgun discharge,X93,76,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,"Assault by rifle, shotgun and larger firearm discharge",X94,35,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,Assault by other and unspecified firearm discharge,X95,930,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,"Other and unspecified firearm discharge, undetermined intent",Y24,26,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2015",2015-01,Legal intervention involving firearm discharge,Y35.0,31,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,"Rifle, shotgun and larger firearm discharge",W33,2,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,Discharge from other and unspecified firearms,W34,24,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,Intentional self-harm by handgun discharge,X72,409,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,218,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,Intentional self-harm by other and unspecified firearm discharge,X74,1005,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,Assault by handgun discharge,X93,68,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,"Assault by rifle, shotgun and larger firearm discharge",X94,35,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,Assault by other and unspecified firearm discharge,X95,666,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,"Handgun discharge, undetermined intent",Y22,2,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,"Other and unspecified firearm discharge, undetermined intent",Y24,15,Not Applicable,Not Applicable,Not Applicable
,"Feb., 2015",2015-02,Legal intervention involving firearm discharge,Y35.0,34,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,Handgun discharge,W32,5,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,Discharge from other and unspecified firearms,W34,26,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,Intentional self-harm by handgun discharge,X72,517,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,240,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,Intentional self-harm by other and unspecified firearm discharge,X74,1184,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,Assault by handgun discharge,X93,100,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,"Assault by rifle, shotgun and larger firearm discharge",X94,42,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,Assault by other and unspecified firearm discharge,X95,841,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,"Handgun discharge, undetermined intent",Y22,5,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,"Other and unspecified firearm discharge, undetermined intent",Y24,28,Not Applicable,Not Applicable,Not Applicable
,"Mar., 2015",2015-03,Legal intervention involving firearm discharge,Y35.0,43,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,Handgun discharge,W32,6,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,Discharge from other and unspecified firearms,W34,27,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,Intentional self-harm by handgun discharge,X72,533,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,262,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,Intentional self-harm by other and unspecified firearm discharge,X74,1137,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,Assault by handgun discharge,X93,67,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,"Assault by rifle, shotgun and larger firearm discharge",X94,29,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,Assault by other and unspecified firearm discharge,X95,839,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,"Other and unspecified firearm discharge, undetermined intent",Y24,16,Not Applicable,Not Applicable,Not Applicable
,"Apr., 2015",2015-04,Legal intervention involving firearm discharge,Y35.0,33,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,"Rifle, shotgun and larger firearm discharge",W33,12,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,Discharge from other and unspecified firearms,W34,33,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,Intentional self-harm by handgun discharge,X72,528,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,258,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,Intentional self-harm by other and unspecified firearm discharge,X74,1156,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,Assault by handgun discharge,X93,86,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,"Assault by rifle, shotgun and larger firearm discharge",X94,39,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,Assault by other and unspecified firearm discharge,X95,990,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,"Other and unspecified firearm discharge, undetermined intent",Y24,14,Not Applicable,Not Applicable,Not Applicable
,"May, 2015",2015-05,Legal intervention involving firearm discharge,Y35.0,40,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,Handgun discharge,W32,9,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,"Rifle, shotgun and larger firearm discharge",W33,3,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,Discharge from other and unspecified firearms,W34,19,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,Intentional self-harm by handgun discharge,X72,509,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,262,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,Intentional self-harm by other and unspecified firearm discharge,X74,1067,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,Assault by handgun discharge,X93,72,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,"Assault by rifle, shotgun and larger firearm discharge",X94,30,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,Assault by other and unspecified firearm discharge,X95,1009,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,"Handgun discharge, undetermined intent",Y22,6,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,4,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,"Other and unspecified firearm discharge, undetermined intent",Y24,15,Not Applicable,Not Applicable,Not Applicable
,"Jun., 2015",2015-06,Legal intervention involving firearm discharge,Y35.0,30,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,Terrorism involving firearms,U01.4,5,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,Handgun discharge,W32,5,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,"Rifle, shotgun and larger firearm discharge",W33,4,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,Discharge from other and unspecified firearms,W34,29,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,Intentional self-harm by handgun discharge,X72,511,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,273,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,Intentional self-harm by other and unspecified firearm discharge,X74,1184,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,Assault by handgun discharge,X93,94,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,"Assault by rifle, shotgun and larger firearm discharge",X94,48,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,Assault by other and unspecified firearm discharge,X95,1119,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,"Handgun discharge, undetermined intent",Y22,2,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,5,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,"Other and unspecified firearm discharge, undetermined intent",Y24,19,Not Applicable,Not Applicable,Not Applicable
,"Jul., 2015",2015-07,Legal intervention involving firearm discharge,Y35.0,47,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,Handgun discharge,W32,9,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,"Rifle, shotgun and larger firearm discharge",W33,5,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,Discharge from other and unspecified firearms,W34,21,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,Intentional self-harm by handgun discharge,X72,496,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,237,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,Intentional self-harm by other and unspecified firearm discharge,X74,1172,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,Assault by handgun discharge,X93,87,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,"Assault by rifle, shotgun and larger firearm discharge",X94,45,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,Assault by other and unspecified firearm discharge,X95,1053,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,"Handgun discharge, undetermined intent",Y22,4,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,"Other and unspecified firearm discharge, undetermined intent",Y24,28,Not Applicable,Not Applicable,Not Applicable
,"Aug., 2015",2015-08,Legal intervention involving firearm discharge,Y35.0,53,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,Handgun discharge,W32,7,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,"Rifle, shotgun and larger firearm discharge",W33,2,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,Discharge from other and unspecified firearms,W34,20,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,Intentional self-harm by handgun discharge,X72,424,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,248,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,Intentional self-harm by other and unspecified firearm discharge,X74,1106,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,Assault by handgun discharge,X93,83,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,"Assault by rifle, shotgun and larger firearm discharge",X94,50,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,Assault by other and unspecified firearm discharge,X95,1060,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,"Handgun discharge, undetermined intent",Y22,2,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,1,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,"Other and unspecified firearm discharge, undetermined intent",Y24,17,Not Applicable,Not Applicable,Not Applicable
,"Sep., 2015",2015-09,Legal intervention involving firearm discharge,Y35.0,36,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,Handgun discharge,W32,4,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,"Rifle, shotgun and larger firearm discharge",W33,10,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,Discharge from other and unspecified firearms,W34,31,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,Intentional self-harm by handgun discharge,X72,468,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,226,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,Intentional self-harm by other and unspecified firearm discharge,X74,1112,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,Assault by handgun discharge,X93,93,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,"Assault by rifle, shotgun and larger firearm discharge",X94,45,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,Assault by other and unspecified firearm discharge,X95,954,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,"Handgun discharge, undetermined intent",Y22,3,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,"Other and unspecified firearm discharge, undetermined intent",Y24,15,Not Applicable,Not Applicable,Not Applicable
,"Oct., 2015",2015-10,Legal intervention involving firearm discharge,Y35.0,45,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,Handgun discharge,W32,8,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,"Rifle, shotgun and larger firearm discharge",W33,6,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,Discharge from other and unspecified firearms,W34,38,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,Intentional self-harm by handgun discharge,X72,454,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,179,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,Intentional self-harm by other and unspecified firearm discharge,X74,1054,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,Assault by handgun discharge,X93,82,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,"Assault by rifle, shotgun and larger firearm discharge",X94,33,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,Assault by other and unspecified firearm discharge,X95,1009,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,"Handgun discharge, undetermined intent",Y22,1,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,"Rifle, shotgun and larger firearm discharge, undetermined intent",Y23,2,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,"Other and unspecified firearm discharge, undetermined intent",Y24,14,Not Applicable,Not Applicable,Not Applicable
,"Nov., 2015",2015-11,Legal intervention involving firearm discharge,Y35.0,43,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,Handgun discharge,W32,10,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,"Rifle, shotgun and larger firearm discharge",W33,7,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,Discharge from other and unspecified firearms,W34,43,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,Intentional self-harm by handgun discharge,X72,471,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,261,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,Intentional self-harm by other and unspecified firearm discharge,X74,1038,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,Assault by handgun discharge,X93,76,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,"Assault by rifle, shotgun and larger firearm discharge",X94,44,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,Assault by other and unspecified firearm discharge,X95,1045,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,"Handgun discharge, undetermined intent",Y22,2,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,"Other and unspecified firearm discharge, undetermined intent",Y24,19,Not Applicable,Not Applicable,Not Applicable
,"Dec., 2015",2015-12,Legal intervention involving firearm discharge,Y35.0,49,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,Handgun discharge,W32,11,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,"Rifle, shotgun and larger firearm discharge",W33,7,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,Discharge from other and unspecified firearms,W34,34,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,Intentional self-harm by handgun discharge,X72,476,Not Applicable,Not Applicable,Not Applicable
,"Jan., 2016",2016-01,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,228,Not Applicable,Not Applicable,Not Applicable
